,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
77,Emergency,2017,Carey Williams,"['Darrell Lake', 'Jason Woods', 'Peter Pasco', 'Michael Segovia', 'Shaw Jones', 'Alex Sampietro', 'Jessica New']",3.0,3.42,https://letterboxd.com//film/emergency/
78,Loving Vincent,2017,"Dorota Kobiela, Hugh Welchman","['Douglas Booth', 'Eleanor Tomlinson', 'Robert Gulaczyk', 'Helen McCrory', 'Saoirse Ronan', ""Chris O'Dowd"", 'John Sessions', 'Jerome Flynn', 'Aidan Turner', 'Holly Earl', 'Cezary Łukaszewicz', 'Martin Herdman', 'James Greene', 'Bill Thomas', 'Josh Burdett', 'Robin Hodges', 'Carole Le Clanche', 'Graham Pavey', 'Shaun Newnham', 'Joe Stuckey', 'Piotr Pamuła', 'Bozena Berlinska-Bryzek', 'Anastazja Seweryn', 'Borys Dominiuk', 'Bartlomiej Sroka', 'Kamila Dyoubari', 'Przemyslaw Furdak', 'Adam Pabudzinski', 'Keith Heppenstall', 'Nina Supranionek', 'Marcin Sosinski', 'Robert Więckiewicz']",,3.95,https://letterboxd.com//film/loving-vincent/
79,Negative Space,2017,"Max Porter, Ru Kuwahata",['Albert Birney'],4.0,3.95,https://letterboxd.com//film/negative-space/
80,Cars 3,2017,Brian Fee,"['Owen Wilson', 'Cristela Alonzo', 'Chris Cooper', 'Nathan Fillion', 'Armie Hammer', 'Larry the Cable Guy', 'Bonnie Hunt', 'Lea DeLaria', 'Kerry Washington', 'Tony Shalhoub', 'Guido Quaroni', 'Lloyd Sherr', 'Paul Dooley', 'Cheech Marin', 'Jenifer Lewis', 'Lewis Hamilton', 'Bob Costas', 'Bob Peterson', 'Katherine Helmond', 'John Ratzenberger', 'Michael Wallis', 'Ray Magliozzi', 'Tom Magliozzi', 'Junior Johnson', 'Margo Martindale', 'Chase Elliott', 'Ryan Blaney', 'Darrell Waltrip', 'Shannon Spake', 'Humpy Wheeler', 'Jeff Gordon', 'Daniel Suárez', 'Kyle Petty', 'Mike Joy', 'Ray Evernham', 'Richard Petty', 'Jason Pace', 'Angel Oquendo', 'Madeleine McGraw', 'Andra Day', 'Bubba Wallace', 'Isiah Whitlock Jr.', 'Paul Newman']",,2.95,https://letterboxd.com//film/cars-3/
81,The Florida Project,2017,Sean Baker,"['Brooklynn Prince', 'Willem Dafoe', 'Bria Vinaite', 'Valeria Cotto', 'Christopher Rivera', 'Caleb Landry Jones', 'Aiden Malik', 'Josie Olivo', 'Edward Pagan', 'Patti Wiley', 'Jasineia Ramos', 'Rosa Medina Perez', 'Mela Murder', 'Krystal Gordon', 'Bronwyn Valley', 'Kelly Fitzgerald', 'Sandy Kane', 'Jim R. Coleman', 'Andrew Romano', 'Carolina Grabova', 'Terry Allen Jones', 'Karren Karagulian', 'Sabina Friedman-Seitz', 'Troy Kohlmaier', 'Ginger Cook', 'Shih-Ching Tsou', 'Marisol Rivera', 'Carl Bradfield', 'Joop Katana', 'Giovanni Rodriguez', 'Angel Garcia', 'Latanya Ortiz', 'Sonya McCarter', 'John Sutton', 'Adina Sutton', 'Betty Jeune', 'Shail Kamini Ramcharan', 'Kit Sullivan', 'Macon Blair', 'Joanne Moreno', 'Jason Blackwater', ""Lauren O'Quinn"", 'Hannah Peterson', 'Cecilia Quinan', 'Gary B. Gross', 'Samantha Parisi']",,4.11,https://letterboxd.com//film/the-florida-project/
82,I like ducks,2017,Q rais,,,3.52,https://letterboxd.com//film/i-like-ducks/
83,Lou,2017,Dave Mullins,,,3.66,https://letterboxd.com//film/lou-2017/
84,Baby Driver,2017,Edgar Wright,"['Ansel Elgort', 'Kevin Spacey', 'Lily James', 'Jon Hamm', 'Jamie Foxx', 'Eiza González', 'Jon Bernthal', 'Flea', 'CJ Jones', 'Sky Ferreira', 'Lanny Joon', 'R. Marcos Taylor', 'Micah Howard', 'Morgan Brown', 'Morse Diggs', 'Lance Palmer', 'Hudson Meek', 'Viviana Chavez', 'Hal Whiteside', 'Clay Donahue Fontenot', 'Brigitte Kali Canales', 'Patrick R. Walker', 'Ben VanderMey', 'David Robert Lewis', 'Big Boi', 'Killer Mike', 'Brogan Hall', 'Allison King', 'Paul Williams', 'Joe Loya', 'Andy McDermott', 'Christopher Beanland', 'Andrea Frye', 'Thomas E. Haynes', 'Russell B. Spencer', 'Cynne Simpson', 'Keith Hudson', 'Sidney Sewell', 'Thurman Sewell', 'Elijah Everett', 'Jon Spencer', 'Walter Hill', 'Wilbur Fitzgerald', 'Jeff Chase', 'Shellita Boxie', 'Marshall Choka', 'Juliette Sicard', 'Marvin E. West', 'Connie Lee', 'James Blackshear', 'Erica Frene', 'Elizabeth Davidovich', 'Duke Jackson', 'Colin Lacativa', 'Trey McGriff', 'Donald K. Overstreet', 'Danny Le Boyer', 'David Conk', 'Troy Faruk', 'Mark Smith', 'Kenneth Manos', 'Arnold Montey', 'Nathaniel Perry', 'Kent Wagner', 'Whit Whitman', 'Perry Zulu Jr.']",,3.76,https://letterboxd.com//film/baby-driver/
85,Get Out,2017,Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Bradley Whitford', 'Caleb Landry Jones', 'Stephen Root', 'Catherine Keener', 'Marcus Henderson', 'Betty Gabriel', 'Lakeith Stanfield', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd', 'Erika Alexander', 'Jeronimo Spinx', 'Ian Casselberry', 'Trey Burvant', 'John Donohue', 'Sean Paul Braud', 'Zailand Adams', 'Keegan-Michael Key', 'Jordan Peele', 'Evan Shafran', 'Tahj Vaughans']",3.5,4.2,https://letterboxd.com//film/get-out-2017/
86,A Ghost Story,2017,David Lowery,"['Casey Affleck', 'Rooney Mara', 'Will Oldham', 'Liz Cardenas Franke', 'Sonia Acevedo', 'Carlos Bermudez', 'Yasmina Gutierrez', 'Brea Grant', 'Augustine Frizzell', 'David Lowery', 'Kesha', 'Rob Zabrecky', 'Grover Coulson', 'Kenneisha Thompson', 'McColm Kona Cephas Jr.', 'Barlow Jacobs', 'Chris Gardner', 'Bryan Pitts']",,3.75,https://letterboxd.com//film/a-ghost-story-2017/
87,Call Me by Your Name,2017,Luca Guadagnino,"['Timothée Chalamet', 'Armie Hammer', 'Michael Stuhlbarg', 'Amira Casar', 'Esther Garrel', 'Victoire Du Bois', 'Vanda Capriolo', 'Antonio Rimoldi', 'Elena Bucci', 'Marco Sgrosso', 'André Aciman', 'Peter Spears', 'Andrew Duncan Hinojosa']",,3.92,https://letterboxd.com//film/call-me-by-your-name/
88,A Quiet Dream,2016,Zhang Lu,"['Han Yeri', 'Yang Ik-june', 'Park Jung-bum', 'Yoon Jong-bin', 'Lee Joo-young', 'Choi Si-hyung', 'Bek Hyun-jin', 'Shin Min-a', 'Yoo Yeon-seok', 'Kim Eui-sung', 'Kim Tae-hun', 'Jo Dal-hwan', 'Kang San-ae', 'Lee Joon-dong']",4.0,3.61,https://letterboxd.com//film/a-quiet-dream/
89,Split,2016,M. Night Shyamalan,"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Kim Director', 'Lyne Renee', 'M. Night Shyamalan', 'Peter Patrikios', 'Roy James Wilson', 'Robert Bizik', 'Izzie Coffey', 'Rosemary Howard', 'Junnie Lopez', 'Steven Dennis', 'Matthew Nadu', 'Barbara Edwards', 'Kash Goins', 'James Robinson Jr.', 'Corinne Costa', 'John Mitchell', 'Andrea Havens', 'Shawn Gonzalez', 'Kelly Werkheiser', 'Aleksandra Svetlichnaya', 'Jalina Mercado', 'Michael J. Kraycik', 'Michaela Bockarie', 'Colin Campbell', 'Nakia Dillard', 'John Jillard Sr.', 'Julie Potter', 'Ukee Washington', 'Christopher Lee Philips', 'Bruce Willis', 'Vincent Riviezzo', 'Gary Ayash', 'Jeff Buckner']",,3.52,https://letterboxd.com//film/split-2016/
90,A Monster Calls,2016,J. A. Bayona,"['Lewis MacDougall', 'Sigourney Weaver', 'Felicity Jones', 'Toby Kebbell', 'Liam Neeson', 'Ben Moor', 'Frida Palsson', 'Wanda Opalinska', 'James Melville', 'Oliver Steer', 'Dominic Boyle', 'Jennifer Lim', 'Max Gabbay', 'Joe Curtis', 'Morgan Symes', 'Max Golds', 'Patrick Taggart', 'Lily-Rose Aslandogdu', 'Geraldine Chaplin', 'Jake Talbot', 'Lee Bolton', 'Garry Marriott']",,3.67,https://letterboxd.com//film/a-monster-calls/
91,Moonlight,2016,Barry Jenkins,"['Trevante Rhodes', 'André Holland', 'Janelle Monáe', 'Ashton Sanders', 'Jharrel Jerome', 'Alex Hibbert', 'Jaden Piner', 'Naomie Harris', 'Mahershala Ali', 'Shariff Earp', 'Duan Sanderson', ""Herman 'Caheej' McGloun"", 'Kamal Ani-Bellow', 'Keomi Givens', 'Eddie Blanchard', 'Rudi Goblen', 'Edson Jean', 'Patrick Decile', 'Herveline Moncion', 'Fransley Hyppolite', 'Jesus Mitchell', 'Larry Anderson', 'Tanisha Cidel', 'Stephon Bron', 'Don Seward', 'Justin Ebenhack']",,4.21,https://letterboxd.com//film/moonlight-2016/
92,Arrival,2016,Denis Villeneuve,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', 'Tzi Ma', ""Mark O'Brien"", 'Julia Scarlett Dan', 'Abigail Pniowsky', 'Jadyn Malone', 'Carmela Nozza Guizzo', 'Andrew Shaver', 'Shawn Campbell', 'Larry Day', 'Pat Kiely', 'Frank Schorpion', 'Lucas Chartier-Dessert', 'Lucy Van Oldenbarneveld', 'Sonia Vigneault', 'Mark Camacho', 'Sabrina Reeves', 'Russell Yuen', 'Julian Casey', 'Tony Robinow', 'Anana Rydvald', 'Ruth Chiang', 'Sergiy Marchenko', 'Brittany Teo', 'Chistian Jadah', 'Joe Cobden', 'Lorne Brass', 'Genevieve Sirois', 'Abdul Ayoola', 'Bineyam Girma', 'Abdelghafour Elaaziz', 'Daniel Esteban', 'Hal Roberts', 'Matthew Willson', 'Victor Andres Trelles Turgeon', 'Michael Nangreaves', 'Robert D. Morais', 'Mustafa Haidari', 'Albert Kwan', 'Reda Guerinik', 'Adrien Benn', 'Sasha Samar', 'Kathleen Stavert', 'Kattia Thony', 'Leisa Reid', 'Brent Skagford', 'Gurdeep Ahluwalia', 'Brian Dunstan', 'Dan Duran', 'Lori Graham', 'Orla Johannes', 'Sangita Patel', 'Tammie Sutherland', 'Max Walker', 'John Sanford Moore', 'Camille Ross', 'Ola Sturik', 'Karen Belfo', 'Chloë Bellande', 'Philippe Hartmann', 'Laurean Adrian Parau', 'Nathaly Thibault', 'Leslie Baker', 'Christian Jadah', 'Alex M. Yeuh', 'Dave Campbell', 'Alexander Da Mota', 'Akul Dang', 'Frank Fiola']",,4.07,https://letterboxd.com//film/arrival-2016/
93,La La Land,2016,Damien Chazelle,"['Ryan Gosling', 'Emma Stone', 'John Legend', 'Rosemarie DeWitt', 'J.K. Simmons', 'Amiée Conn', 'Terry Walters', 'Thom Shelton', 'Cinda Adams', 'Callie Hernandez', 'Jessica Rothe', 'Sonoya Mizuno', 'Claudine Claudio', 'Jason Fuchs', 'D.A. Wallach', 'Trevor Lissauer', 'Olivia Hamilton', 'Anna Chazelle', 'Marius de Vries', 'Finn Wittrock', 'Josh Pence', 'Nicole Coulon', 'Damon Gupton', 'Christopher Michael Stevens', 'Keith Harris', 'Kaveh Rastegar', 'Briana Lee', 'David Douglas', 'Miles Anderson', 'Bobo Chang', 'Meagen Fay', 'John Hindman', 'Valarie Rae Miller', 'Nicole Wolf', 'Corrin Evans', 'Kiff VandenHeuvel', 'Tom Everett Scott', 'Hemky Madera', 'Zoë Hall', 'Dempsey Pappion', 'Sandra Rosko', 'Reshma Gajjar', 'Candice Coke', 'Hunter Hamilton', 'Damian Gomez', 'Amanda Balen', 'Dominic Chaiduang', 'Cindera Che', 'Chris Moss', 'Marissa Labog', 'Tiffany Daniels', 'Melinda Sullivan', 'Stephanie Landwehr', 'Britt Stewart', 'Clarice Ordaz', 'Nathan Prevost', 'Scott Hislop', 'Kc Monnie', 'Krystal Ellsworth', 'Sarah Mitchell', 'Khasan Brailsford', 'Morgan Larson', 'Becca Sweitzer', 'Gakenia Muigai', 'Michael Stein', 'Mario Diaz', 'Julie Schmid', 'Lexie Contursi', 'Eartha Robinson', 'Sybil Azur', 'Tara Nicole Hughes', 'Kayla Kalbfleisch', 'Martha Nichols', 'Anthony Marciona', 'Bill Prudich', 'Robert Roldan', 'Ryan Novak', 'Demian Boergadine', 'Gustavo Vargas', 'Robert Haynes', 'Ana Flavia Gavlak', 'Andres Perez-Molina', 'Phillip E. Walker', 'Milica Govich', 'Kaye L. Morris', 'Nilla Elizabeth Watkins', 'Holly Houk', 'Jesse Houk', 'Kristin Slaysman', 'Cameron Brinkman', 'Jordan Ray Fox', 'C.J. Stussi', 'Margaret Newborn', 'Nadia Tumanova', 'Crystal Nichol', 'Kristin Elliott', 'Andrea Lareo', 'Christopher Aber', 'Anna Lunberry', 'Shannon Leann', 'Jenna Curtis', 'Noah James', 'Tommy Cooley', 'Morgan Cohen', 'Jeremy Nathan Tisser', 'Patty Tobin', 'Heather Turman', 'Susie Ganiere', 'Ottavio Taddei', 'April Martucci', 'Trent Kerpsack', 'Lynn Moore', 'Vince Donvito', 'Steffen Dziczek', 'Melvin LaThomas Brimm', 'Kelly Kennedy', 'Clarence Robinson', 'Dapo Torimiro', 'Destinee Handly', 'Tommy Otis', 'Amanda Fields', 'Frederick Keeve', 'Ali Arda Özdeniz', 'Sasha Fine', 'Eren Kayakıran', 'Corey Anderson']",,4.0,https://letterboxd.com//film/la-la-land/
94,Finding Dory,2016,Andrew Stanton,"['Albert Brooks', 'Ellen DeGeneres', ""Ed O'Neill"", 'Hayden Rolence', 'Diane Keaton', 'Eugene Levy', 'Ty Burrell', 'Kaitlin Olson', 'Idris Elba', 'Dominic West', 'Kate McKinnon', 'Bill Hader', 'Andrew Stanton', 'Torbin Xan Bullock', 'Bennett Dammann', 'Bob Peterson', 'Alexander Gould', 'Katherine Ringgold', 'John Ratzenberger', 'Angus MacLane', 'Willem Dafoe', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Jerome Ranft', 'Sloane Murray', 'Lucia Geddes', 'Gabriel C. Brown', 'Sigourney Weaver', 'Riley Lio']",,3.29,https://letterboxd.com//film/finding-dory/
95,Piper,2016,Alan Barillaro,,,4.01,https://letterboxd.com//film/piper/
96,The Silence,2016,"Ali Asgari, Farnoosh Samadi","['Fatma Alakus', 'Cahide Ozel', 'Valentina Carnelutti']",,3.48,https://letterboxd.com//film/the-silence-2016/
97,Swiss Army Man,2016,"Daniel Scheinert, Daniel Kwan","['Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead', 'Antonia Ribero', 'Timothy Eulich', 'Richard Gross', 'Marika Casteel', 'Andy Hull', 'Aaron Marshall', 'Shane Carruth', 'Jessica Harbeck']",,3.66,https://letterboxd.com//film/swiss-army-man/
98,Star Wars: The Force Awakens,2015,J.J. Abrams,"['Harrison Ford', 'Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', ""Lupita Nyong'o"", 'Andy Serkis', 'Domhnall Gleeson', 'Anthony Daniels', 'Max von Sydow', 'Peter Mayhew', 'Gwendoline Christie', 'Joonas Suotamo', 'Pip Andersen', 'Simon Pegg', 'Kiran Shah', 'Sasha Frost', 'Pip Torrens', 'Andrew Jack', 'Rocky Marshall', 'Greg Grunberg', 'Emun Elliott', 'Brian Vernel', 'Yayan Ruhian', 'Sebastian Armesto', 'Maisie Richardson-Sellers', 'Warwick Davis', 'Cailey Fleming', 'Mark Stanley', 'Ken Leung', 'Iko Uwais', 'Anna Brewster', 'Harriet Walter', 'Tim Rose', 'Erik Bauersfeld', 'Mike Quinn', 'Bill Kipsang Rotich', 'Michael Giacchino', 'Nigel Godrich', 'Judah Friedlander', 'Victor McGuire', 'Miltos Yerolemou', 'Billie Lourd', 'Leanne Best', 'Crystal Clarke', 'Jeffery Kissoon', 'Claudia Sermbezis', 'Gerald W. Abrams', 'Jim McGrath', 'Philicia Saunders', 'Morgan Dameron', 'Jessica Henwick', 'Tosin Cole', 'James McArdle', 'Stefan Grube', 'Dixie Arnold', 'Hannah John-Kamen', 'Kate Fleetwood', 'Thomas Brodie-Sangster', 'Brian Herring', 'Dave Chapman', 'Jimmy Vee', 'Cecep Arif Rahman', 'Ian Whyte', 'Daniel Craig', 'Ewan McGregor', 'Frank Oz', 'Alec Guinness', 'Tom Kane', 'Catherine Taber', 'Matthew Wood', 'Samuel Witwer', 'Meredith Salenger', 'James Arnold Taylor', 'Michael Donovan', 'Devon Libran', 'Robert Stambler', 'Verona Blue', 'Fred Tatasciore', 'Patrick Correll', 'Karen Huie', 'Orly Schuchmacher', 'Ben Schwartz', 'Mark Dodson', 'Yang Liang', 'David Acord', 'Jamie B. Chambers', 'David M. Santana', 'Francesca Longrigg', 'D.C. Barns', 'Tom Edden', 'Richard Riddell', 'Jefferson Hall', 'Jack Laskey', 'Christina Chong', 'Daniel Adjei', 'Charlie Akin', 'Adrian Allan', 'Samantha Alleyne', 'Paul Biddiss', 'Hannah Blamires', 'Rony Bridges', 'Stuart Budd', 'Calvin Chen', 'Alan Chimes', 'Jamie Clay', 'Bern Collaço', 'David W. Collins', 'Cavin Cornwall', 'Rowan Cox', 'Nathalie Cuzner', 'Rimmel Daniel', ""Keith De'Winter"", 'Adrian Derrick-Palmer', 'Michael Dickins', 'Cameron Edwards', 'Mick Fryer-Kelsey', 'Jesse Michael Fullington', 'Gloria García', 'Salo Gardner', 'Caroline Garnell', 'Chris Geden', 'Clare Glass', 'Versha Grant', 'Steven James Griffiths', 'Gary Hailes', 'Tim Hammersley', 'Chris Hastings', 'Marina Hayter', 'Kelvin Hewlett', 'Matthew Hobbs', 'Phil Hodges', 'Leigh Holland', 'Kevin Hudson', 'Phoenix James', 'Zander James', 'Tobias James-Samuels', 'Paul Kasey', 'Aaron Kennedy', 'Aidan Knight', 'Sanj Krishnan', 'Lukas Landau', 'Andrei Lenart', 'Jorge Leon Martinez', 'Julia Leyland', 'Billy James Machin', 'Hamza Malik', 'Raymond Mamrak', 'Kelsey Edwards', 'Kenny-Lee Mbanefo', 'David McCarrison', 'Sandeep Mohan', 'Benjayx Murphy', 'Robert Strange', 'Charlie Nevett', 'Jason Nicholls', 'Terry Noble', 'David Norfolk', 'Tatsujiro Oto', 'Gillian Pittaway', 'Nathan Plant', 'Elroy Powell', 'Jay Rincon', 'Marc Rolfe', 'Julio Romeo', 'Arti Shah', 'Kat Sheridan', 'Stephanie Silva', 'Jasper Skinner', 'Sandy Kate Slade', 'Clem So', 'Benito Sovrano', 'Karol Steele', 'François Sternkiker', 'Frank Stone', 'Andy Sweet', 'Peter Theobalds', 'Pablo Verdejo', 'Ashley Ward', 'Paul Warren', 'Topo Wresniwiro', 'Joshua Ásberg', 'Bill Hader', 'Joe Cash']",,3.4,https://letterboxd.com//film/star-wars-the-force-awakens/
99,The Hateful Eight,2015,Quentin Tarantino,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh', 'Walton Goggins', 'Demián Bichir', 'Tim Roth', 'Michael Madsen', 'Bruce Dern', 'James Parks', 'Dana Gourrier', 'Zoë Bell', 'Lee Horsley', 'Gene Jones', 'Keith Jefferson', 'Craig Stark', 'Belinda Owino', 'Channing Tatum', 'Quentin Tarantino']",,3.87,https://letterboxd.com//film/the-hateful-eight/
100,The Good Dinosaur,2015,Peter Sohn,"['Frances McDormand', 'Raymond Ochoa', 'Jeffrey Wright', 'Steve Zahn', 'Sam Elliott', 'Anna Paquin', 'John Ratzenberger', 'A.J. Buckley', 'Marcus Scribner', 'Peter Sohn', 'Maleah Nipay-Padilla', 'Jack Bright', 'Ryan Teeple', 'Jack McGraw', 'Mandy Freund', 'Steven Clay Hunter', 'David Boat', 'Carrie Paff', 'Calum Grant']",,2.87,https://letterboxd.com//film/the-good-dinosaur/
101,Riley's First Date?,2015,Josh Cooley,"['Pete Docter', 'Ben Cox', 'Kyle MacLachlan', 'Diane Lane', 'Carlos Alazraqui', 'Kaitlyn Dias', 'Josh Cooley', 'Sherry Lynn', 'Bill Hader', 'Flea', 'Paula Pell', 'Laraine Newman', 'Lori Alan', 'Patrick Seitz', 'Amy Poehler', 'Phyllis Smith', 'Lewis Black', 'Mindy Kaling', 'Gregg Berger', 'Keith Ferguson', 'Mona Marshall']",,3.3,https://letterboxd.com//film/rileys-first-date/
102,Decent Work,2015,Q rais,,,3.37,https://letterboxd.com//film/decent-work/
103,Sanjay's Super Team,2015,Sanjay Patel,"['Arun Rao', 'Brenton Schraff', 'Sunny Singh Attar', 'Jaquelynn Herrera']",,3.43,https://letterboxd.com//film/sanjays-super-team/
104,The Martian,2015,Ridley Scott,"['Matt Damon', 'Jessica Chastain', 'Jeff Daniels', 'Sean Bean', 'Chiwetel Ejiofor', 'Donald Glover', 'Kristen Wiig', 'Michael Peña', 'Kate Mara', 'Sebastian Stan', 'Benedict Wong', 'Mackenzie Davis', 'Naomi Scott', 'Aksel Hennie', 'Nick Mohammed', 'Chen Shu', 'Eddy Ko', 'Enzo Cilenti', 'Jonathan Aris', 'Gruffudd Glyn', 'Geoffrey Thomas', 'Yang Haiwen', 'Narantsogt Tsogtsaikhan', 'Brian Caspe', 'Szonja Oroszlán', ""Mark O'Neal"", 'Karen Gagnon', 'Lili Bordán', 'Nikolett Barabas', 'Dilyana Bouklieva', 'Björn Freiberg', 'James Fred Harkins Jr.', 'Sam Spruell', 'Matt Devere', 'Mike Kelly', 'Greg De Cuir', 'Peter Linka', 'Declan Hannigan', 'Peter Schueller', 'Waleska Latorre', 'Frederik Pleitgen', 'Charlie Gardner', 'Nóra Lili Hörich', 'Kamilla Fátyol', 'Yang Liu', 'Richard Rifkin', 'Nicholas Wittman', ""Ben O'Brien"", 'Scott Alexander Young', 'Jason Ryan', 'James Dougherty', 'Xue Xuxing', 'Balázs Medveczky', 'Dora Endre']",,3.73,https://letterboxd.com//film/the-martian/
105,Jurassic World,2015,Colin Trevorrow,"['Chris Pratt', 'Bryce Dallas Howard', 'Ty Simpkins', 'Nick Robinson', ""Vincent D'Onofrio"", 'BD Wong', 'Omar Sy', 'Jake Johnson', 'Irrfan Khan', 'Judy Greer', 'Lauren Lapkus', 'Brian Tee', 'Katie McGrath', 'Andy Buckley', 'Eric Edelstein', 'Courtney J. Clark', 'Colby Boothman', 'Jimmy Fallon', 'James DuMont', 'Matt Burke', 'Anna Talakkottur', 'Matthew Cardarople', 'Michael Papajohn', 'William Gary Smith', 'Kelly Washington', 'Isaac Keys', 'Patrick Crowley', 'Chad Randall', 'Gary Weeks', 'Bill Ogilvie', 'Allan Tam', 'Yvonne Angulo', 'Chloe Perrin', 'Timothy Eulich', 'Kevin Foster', 'Bonnie Wild', 'Brad Bird', 'Colin Trevorrow', 'Justin Lacalamita', 'Tiffany Forest', 'Arlene Newman', 'Tait Fletcher', 'Jimmy Buffett', 'Tim Connolly', 'Johnny Otto', 'Erika Erica', 'Brandon Marc Higa', 'Martin Klebba', 'Eddie J. Fernandez']",,3.02,https://letterboxd.com//film/jurassic-world/
106,Kung Fury,2015,David Sandberg,"['David Sandberg', 'Jorma Taccone', 'Leopold Nilsson', 'Andreas Cahling', 'Helene Ahlson', 'Eos Karlsson', 'Eleni Young', 'Erik Hörnqvist', 'Per-Henrik Arvidius', 'Sebastian Sahin', 'David Hasselhoff', 'Magnus Betnér', 'Björn Gustafsson', 'Steven Chew', 'Frank Sanderson', 'Yasmina Suhonen', 'Robin Arvidsson', 'Tomas Blomberg', 'Joel Dunkels', 'Julian Maroda', 'Vlad Micu', 'Marc Strömberg', 'Barry Hitchings', 'Gustaf Lingmark', 'Joanna Häggblom', 'Beppe Starbrink']",,3.46,https://letterboxd.com//film/kung-fury/
107,Inside Out,2015,Pete Docter,"['Amy Poehler', 'Phyllis Smith', 'Bill Hader', 'Kaitlyn Dias', 'Richard Kind', 'Lewis Black', 'Mindy Kaling', 'Diane Lane', 'Kyle MacLachlan', 'Bobby Moynihan', 'Paula Poundstone', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui', 'Peter Sagal', 'Rashida Jones', 'Lori Alan', 'Gregg Berger', 'Aurora Blue', 'Veronika Bonell', 'Lola Cooley', 'John Cygan', 'Dani Dare', 'Andrea Datzman', 'Ronnie del Carmen', 'Pete Docter', 'Keith Ferguson', 'Tony Fucile', 'Mary Gibbs', 'Randy Hahn', 'Carter Hastings', 'Jacob Hopkins', 'Emma Hudak', 'Evan Hudak', 'Dara Iruka', 'Molly Jackson', 'Daniella Jones', 'Sophia Lee Karadi', 'Elissa Knight', 'Erik Langley', 'Dawnn Lewis', 'Sherry Lynn', 'Tony Maki', 'Mona Marshall', 'Laraine Newman', ""Bret 'Brook' Parker"", 'Nick Pitera', 'Phil Proctor', 'Murray Pearl Schaeffer', 'Patrick Seitz', 'Paris Van Dyke', 'Jim Ward', 'Lennon Wynn', 'Dashell Zamm', 'Bob Bergen', 'Teresa Ganzel', 'Jess Harnell', 'Danny Mann', 'Mickie McGowan', 'Jan Rabson']",,3.85,https://letterboxd.com//film/inside-out-2015/
108,Fast Week,2015,Q rais,,,3.15,https://letterboxd.com//film/fast-week/
109,Bad at Dancing,2015,Joanna Arnow,"['Eleanore Pienta', 'Keith Poulson', 'Joanna Arnow']",2.5,3.07,https://letterboxd.com//film/bad-at-dancing/
110,Me and Earl and the Dying Girl,2015,Alfonso Gomez-Rejon,"['Olivia Cooke', 'Thomas Mann', 'RJ Cyler', 'Connie Britton', 'Nick Offerman', 'Molly Shannon', 'Jon Bernthal', 'Chelsea Zhang', 'Masam Holden', 'Katherine Hughes', 'Matt Bennett', ""Bobb'e J. Thompson"", 'Gavin Dietz', 'Edward DeBruce III', 'Natalie Marchelletta', 'Marco Zappala', 'Kaza Marie Ayersman', 'Etta Cox', 'Karriem Sami', 'Hugh Jackman', 'Cheryl Kline', 'Joan Augustin', 'Mark Granatire', 'Kayana White', 'Linda Kanyarusoke', 'Drew Palajsa', 'Elly Silberstein', 'Nicole Tubbs', 'Joe Fishel', 'Jeremy Long', 'Zander Lyons', 'Jake Scheib']",3.5,3.79,https://letterboxd.com//film/me-and-earl-and-the-dying-girl/
111,The Witch,2015,Robert Eggers,"['Anya Taylor-Joy', 'Ralph Ineson', 'Kate Dickie', 'Harvey Scrimshaw', 'Ellie Grainger', 'Lucas Dawson', 'Bathsheba Garnett', 'Sarah Stephens', 'Julian Richings', 'Daniel Malik', 'Axtun Henry Dube', 'Athan Conrad Dube', 'Vivien Moore', 'Karen Kaeja', 'Brandy Leary', 'R. Hope Terry', 'Carrie Eklund', 'Madlen Sopadzhiyan', 'Paul Kenworthy', 'Mark Millmna', 'Andy Volpe', 'Phillip Wynne', 'Annawon Weeden', ""Michael O'Hare"", 'Chris Messier', 'Ron Young', 'Nora Messier', 'Bill Rudder', 'Grace Duffy', 'Sophie Bermudez', 'Corrine Manning', 'Heather Fisher']",,3.87,https://letterboxd.com//film/the-witch-2015/
112,World of Tomorrow,2015,Don Hertzfeldt,"['Julia Pott', 'Winona Mae', 'Sara Cushman']",4.5,4.23,https://letterboxd.com//film/world-of-tomorrow/
113,The Lost Breakfast,2015,Q rais,,,3.69,https://letterboxd.com//film/the-lost-breakfast/
