,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
326,Back to the Future,1985,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson', 'Claudia Wells', 'Marc McClure', 'Wendie Jo Sperber', 'George DiCenzo', 'Frances Lee McCain', 'James Tolkan', 'J.J. Cohen', 'Casey Siemaszko', 'Billy Zane', 'Harry Waters, Jr.', 'Donald Fullilove', 'Lisa Freeman', 'Cristen Kauffman', 'Elsa Raven', 'Will Hare', 'Ivy Bethune', 'Jason Marin', 'Katherine Britton', 'Jason Hervey', 'Maia Brewton', 'Courtney Gains', 'Richard L. Duran', ""Jeff O'Haco"", 'Johnny Green', 'Jamie Abbott', 'Norman Alden', 'Read Morgan', 'Sachi Parker', 'Robert Krantz', 'Gary Riley', 'Karen Petrasek', 'George Buck Flower', 'Tommy Thomas', ""Granville 'Danny' Young"", 'David Harold Brown', 'Lloyd L. Tolbert', 'Paul Hanson', 'Lee Brownfield', 'Robert DeLapp', 'Tony Pope', 'Charles L. Campbell', 'Huey Lewis', 'Kiki Ebsen', 'Randy Feelgood', 'Hal Gausman', 'Deborah Harmon', 'Arthur Tovey', 'Ethel Sway', 'Janine King', 'Richard Patrick', 'Tom Tangen', 'Tom Willett']",,4.19,https://letterboxd.com//film/back-to-the-future/
327,Mishima: A Life in Four Chapters,1985,Paul Schrader,"['Ken Ogata', 'Go Riju', 'Masayuki Shionoya', 'Hiroshi Mikami', 'Junkichi Orimoto', 'Masato Aizawa', 'Junya Fukuda', 'Shigeto Tachihara', 'Yuki Nagahara', 'Kyuzo Kobayashi', 'Yuki Kitazume', 'Haruko Katô', 'Yasosuke Bando', 'Hisako Manda', 'Naomi Oki', 'Miki Takakura', 'Imari Tsujikoichi Sato', 'Koichi Sato', 'Kenji Sawada', 'Reisen Ri', 'Setsuko Karasuma', 'Tadanori Yokoo', 'Yasuaki Kurata', 'Mitsuru Hirata', 'Toshiyuki Nagashima', 'Hiroshi Katsuno', 'Naoya Makoto', 'Hiroki Ida', 'Jun Negami', 'Ryō Ikebe', 'Toshio Hosokawa', 'Hideo Fukuhara', 'Yosuke Mizuno', 'Eimei Esumi', 'Minoru Hodaka', 'Alan Poul', 'Ren Ebata', 'Yasuhiro Arai', 'Fumio Mizushima', 'Shinji Miura', 'Sachiko Akagi', 'Tsutomu Harada', 'Mami Okamoto', 'Atsushi Takayama', 'Kimiko Ito', 'Kojiro Oka', 'Tatsuya Hiragaki', 'Shinichi Nosaka', 'Sachiko Hidari', 'Roy Scheider', 'Chishū Ryū', 'Naoko Ohtani', 'Yuichi Sato', 'Masahiko Sakata']",5.0,4.33,https://letterboxd.com//film/mishima-a-life-in-four-chapters/
328,Shoah,1985,Claude Lanzmann,"['Claude Lanzmann', 'Simon Srebnik', 'Michael Podchlebnik', 'Motke Zaidl', 'Jan Karski', 'Paula Biren', 'Abraham Bomba', 'Inge Deutschkron', 'Ruth Elias', 'Richard Glazar', 'Filip Müller', 'Rudolf Vrba', 'Raul Hilberg', 'Hanna Zaïdl', 'Jan Piwonski', 'Itzhak Dugin', 'Helena Pietyra', 'Pan Filipowicz', 'Pan Falborski', 'Czeslaw Borowi', 'Henrik Gawkowski', 'Franz Suchomel', 'Joseph Oberhauser', 'Alfred Spiess', 'Franz Schalling', 'Martha Michelsohn', 'Moshe Mordo', 'Armando Aaron', 'Walter Stier', 'Franz Grassler', 'Gertude Schneider', 'Itzhak Zuckermann', 'Simha Rotem', 'Francine Kaufmann', 'Barbara Janicka', 'Mrs. Apfelbaum', 'Charlotte Hirschhorn']",5.0,4.52,https://letterboxd.com//film/shoah/
329,Brazil,1985,Terry Gilliam,"['Jonathan Pryce', 'Kim Greist', 'Robert De Niro', 'Ian Holm', 'Bob Hoskins', 'Katherine Helmond', 'Michael Palin', 'Ian Richardson', 'Peter Vaughan', 'Jim Broadbent', 'Terry Gilliam', ""Derrick O'Connor"", 'Roger Ashton-Griffiths', 'John Pierce Jones', 'Barbara Hicks', 'Charles McKeown', 'Kathryn Pogson', 'Bryan Pringle', 'Nigel Planer', 'Terence Bayler', 'Gorden Kaye', 'Jack Purvis', 'Howard Lew Lewis', 'John Flanagan', 'Sheila Reid', 'Ray Cooper', 'Brian Miller', 'Simon Jones', 'Derek Deadman', 'Bill Wallis', 'Myrtle Devenish', 'Ann Way', 'Don Henderson', 'Oscar Quitak', 'Harold Innocent', 'John Grillo', 'Ralph Nossek', 'David Gant', 'James Coyle', 'Patrick Connor', 'Elizabeth Spender']",4.5,4.03,https://letterboxd.com//film/brazil/
330,The Adventures of André and Wally B.,1984,Alvy Ray Smith,,,2.58,https://letterboxd.com//film/the-adventures-of-andre-and-wally-b/
331,"Paris, Texas",1984,Wim Wenders,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell', 'Hunter Carson', 'Aurore Clément', 'Bernhard Wicki', 'John Lurie', 'Jeni Vici', 'Sally Norvell', 'Socorro Valdez', 'Claresie Mobley', 'Viva', 'Tom Farrell', 'Sam Berry', 'Edward Fayton', 'Justin Hogg', 'Sharon Menzel', 'The Mydolls', 'Brandy Tipton']",4.5,4.34,https://letterboxd.com//film/paris-texas/
332,Nausicaä of the Valley of the Wind,1984,Hayao Miyazaki,"['Sumi Shimamoto', 'Ichiro Nagai', 'Gorō Naya', 'Youji Matsuda', 'Yoshiko Sakakibara', 'Iemasa Kayumi', 'Hisako Kyoda', 'Mahito Tsujimura', 'Mina Tominaga', 'Kōhei Miyauchi', 'Joji Yanami', 'Minoru Yada', 'Rihoko Yoshida', 'Tetsuo Mizutori', 'Masako Sugaya', 'Takako Sasuga', 'Chika Sakamoto', 'TARAKO', 'Mugihito', 'Akiko Tsuboi', 'Takeki Nakamura', 'Takako Ôta', 'Bin Shimada', 'Shinji Nomura', 'Hisako Ayuhara', 'Hochu Otsuka']",,4.08,https://letterboxd.com//film/nausicaa-of-the-valley-of-the-wind/
333,Yentl,1983,Barbra Streisand,"['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving', 'Nehemiah Persoff', 'Steven Hill', 'Allan Corduner', 'Ruth Goring', 'David de Keyser', 'Bernard Spear', 'Doreen Mantle', 'Lynda Baron', 'Jack Lynn', 'Anna Tzelniker', 'Miriam Margolyes', 'Mary Henry', 'Robbie Barnett', 'Ian Sears', 'Frank Baker', 'Anthony Dean Rubeš', 'Renata Buser', 'Kerry Shale', 'Danny Brainin', 'Gary Brown', 'Jonathan Tafler', 'Peter Whitman', 'Teddy Kempner', 'Norma Atallah', 'Mark English', 'Milena Glogarová', 'Derek Lyons', 'Chris Parsons', 'Peter Ross-Murray']",2.0,3.54,https://letterboxd.com//film/yentl/
334,Sans Soleil,1983,Chris Marker,"['Florence Delay', 'Arielle Dombasle', 'Riyoko Ikeda', 'Charlotte Kerr', 'Alexandra Stewart']",3.0,4.17,https://letterboxd.com//film/sans-soleil/
335,Videodrome,1983,David Cronenberg,"['James Woods', 'Sonja Smits', 'Debbie Harry', 'Peter Dvorsky', 'Leslie Carlson', 'Jack Creley', 'Lynne Gorman', 'Julie Khaner', 'Reiner Schwarz', 'David Bolt', 'Lally Cadeau', 'Henry Gomez', 'Harvey Chao', 'David Tsubouchi', 'Kay Hawtrey', 'Sam Malkin', 'Bob Church', 'Jayne Eastwood', 'Franciszka Hedland', 'David Cronenberg']",,3.86,https://letterboxd.com//film/videodrome/
336,The Thing,1982,John Carpenter,"['Kurt Russell', 'Keith David', 'Wilford Brimley', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Richard Masur', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry J. Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter', 'Jed']",,4.33,https://letterboxd.com//film/the-thing/
337,Blade Runner,1982,Ridley Scott,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy', 'James Hong', 'Kevin Thompson', 'Hy Pyke', 'Kimiko Hiroshige', 'Ben Astar', 'Dawna Lee Heising', 'Alexis Rhee', 'Bob Okazaki', 'Morgan Paull', 'John Edward Allen', 'Carolyn DeMirjian', 'Judith Burnett', 'Leo Gorcey Jr.', 'Sharon Hesky', 'Kelly Hine', 'Tom Hutchinson', 'Charles Knapp', 'Rose Mascari', 'Jirô Okazaki', 'Steve Pope', 'Robert Reiter']",3.5,4.08,https://letterboxd.com//film/blade-runner/
338,E.T. the Extra-Terrestrial,1982,Steven Spielberg,"['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton', 'Peter Coyote', 'Dee Wallace', 'Erika Eleniak', 'K.C. Martel', 'C. Thomas Howell', 'Sean Frye', ""David M. O'Dell"", 'Richard Swingler', 'Frank Toth', 'Robert Barton', 'Michael Darrell', 'David Berkson', 'David Carlberg', 'Milt Kogan', 'Alexander Lampone', 'Rhoda Makoff', 'Robert Murphy', 'Richard Pesavento', 'Tom Sherry', 'Susan Cameron', 'Will Fowler Jr.', 'Barbara Hartnett', 'Diane Lampone', 'Mary Stein', 'Mitch Suskin', 'Ted Grossman', 'James Kahn', 'Anne Lockhart', 'Melissa Mathison', 'Debra Winger', 'Pat Welsh']",,3.84,https://letterboxd.com//film/et-the-extra-terrestrial/
339,Godard's Passion,1982,Jean-Luc Godard,"['Isabelle Huppert', 'Hanna Schygulla', 'Michel Piccoli', 'László Szabó', 'Jerzy Radziwiłowicz', 'Myriem Roussel', 'Jean-François Stévenin', 'Patrick Bonnel', 'Sophie Lucachevski', 'Barbara Tissier', 'Magali Campos', 'Serge Desarnaulds', 'Ágnes Bánfalvy', 'Ezio Ambrosetti', 'Manuelle Baltazar', 'Sarah Beauchesne', 'Bertrand Theubet', 'Sarah Cohen-Sali', 'Catherine Van Cauwenberghe', 'Sophie Maire', 'Cornélia Mandry', 'Cathy Marchand', 'Marie-Annick Abgrall', 'René Mennotier', 'Frantisek Mandik', 'Attila Bokor']",4.5,3.48,https://letterboxd.com//film/godards-passion/
340,Koyaanisqatsi,1982,Godfrey Reggio,,,4.21,https://letterboxd.com//film/koyaanisqatsi/
341,Son of the White Mare,1981,Marcell Jankovics,"['György Cserhalmi', 'Pap Vera', 'Gyula Szabó', 'Mari Szemes', 'Ferenc Szalma', 'Szabolcs Toth']",,4.16,https://letterboxd.com//film/son-of-the-white-mare/
342,An American Werewolf in London,1981,John Landis,"['David Naughton', 'Jenny Agutter', 'Griffin Dunne', 'John Woodvine', 'Don McKillop', 'Brian Glover', 'David Schofield', 'Lila Kaye', 'Rik Mayall', 'Sean Baker', 'Frank Oz', 'Paul Kember', 'Joe Belcher', 'Paddy Ryan', 'Anne-Marie Davies', 'Colin Fernandes', 'Albert Moses', 'Jim Henson', 'Dave Goelz', 'Michele Brisigotti', 'Mark Fisher', 'Gordon Sterne', 'Paula Jacobs', 'Claudine Bowyer', 'Johanna Crayden', 'Nina Carter', 'Geoffrey Burridge', 'Brenda Cavendish', 'Christopher Scoular', 'Mary Tempest', 'Cynthia Powell', 'Sydney Bromley', 'Frank Singuineau', 'Will Leighton', 'Michael Carter', 'Elizabeth Bradley', 'Rufus Deakin', 'Lesley Ward', 'George Hilsdon', 'Gerry Lewis', 'Denis Fraser', 'Alan Ford', 'Peter Ellis', 'Denise Stephens', 'Christine Hargreaves', 'Lucien Morgan', 'Dave Cooper', 'Susan Spencer', 'Bob Babenia', 'Ken Sicklen', 'John Salthouse', 'John Altman', 'Keith Hodiak', 'John Owens', 'Roger Rowland', 'Linzi Drew', 'John Cannon', 'George Oliver', 'John Landis']",,3.85,https://letterboxd.com//film/an-american-werewolf-in-london/
343,Blow Out,1981,Brian De Palma,"['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz', 'Peter Boyden', 'John Aquino', 'John McMartin', 'Deborah Everton', 'J. Patrick McNamara', 'Roger Wilson', 'Missy Cleveland', 'Curt May', 'Lori-Nan Engler', 'Barbara Sigel', 'David De Felice', 'Roberto Lombardi', 'Missy Crutchfield', 'Cindy Manion', 'Marcy Bigelman', 'Ann Kelly', 'Dean Bennett', 'John Coppolino Jr.', 'Archie Lang', 'Dave Roberts', 'Claire Carter', 'Maurice Copeland', 'John Hoffmeister', 'Thomas J. McCarthy', 'Reginald M. Wallace', 'Robert L. Penrose', 'Larry Woody', 'Dick McGarvin', 'Michael Borghese', 'Rossana Fichera', 'James Jeter', 'Luddy Tramontana', 'Sid Doherty', 'Milt Fields', 'Bud Seese', 'Maureen Sullivan', 'Brian Corrigan', 'Elaine Filoon', 'Robin Sherwood', 'Tim Choate', 'B.J. Cyrus', 'Dave DeAngelis', 'Thomas Finn', 'Tony Devon', 'Henry Cohen', 'Bernie Rachelle', 'William Tarman', 'Michael Tearson']",5.0,4.03,https://letterboxd.com//film/blow-out/
344,Raiders of the Lost Ark,1981,Steven Spielberg,"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina', 'Vic Tablian', 'Don Fellows', 'William Hootkins', 'George Harris', 'Fred Sorenson', 'Anthony Chinn', 'Eddie Tagoe', 'Bill Reimbold', 'Patrick Durkin', 'Matthew Scurfield', 'Malcolm Weaver', 'Sonny Caldinez', 'Pat Roach', 'Christopher Frederick', 'Tutte Lemkow', 'Ishaq Bux', 'Kiran Shah', 'Souad Messaoudi', 'Terry Richards', 'Steve Hanson', 'Frank Marshall', 'Martin Kreidt', 'John Rees', 'Tony Vogel', 'Ted Grossman', 'Vic Armstrong', 'Peter Diamond', 'Nick Gillard', 'Romo Gorrara', 'Rick Lester', 'Rocky Taylor', 'Reg Harding', 'Harry Fielder', 'Billy Horrigan', 'Terry Leonard', 'Sergio Mione', 'Dennis Muren', 'Glenn Randall Jr.', 'Michael Sheard', 'Frank Welker']",,4.16,https://letterboxd.com//film/raiders-of-the-lost-ark/
345,Raging Bull,1980,Martin Scorsese,"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty', 'Frank Vincent', 'Nicholas Colasanto', 'Mario Gallo', 'Bernie Allen', 'Joseph Bono', 'Lori Anne Flax', 'Theresa Saldana', 'Frank Adonis', 'Bill Hanrahan', 'Frank Topham', 'Don Dunphy', 'Kevin Mahon', 'Louis Raftis', 'Johnny Turner', 'Floyd Anderson', 'Gene LeBell', 'Harold Valan', 'Victor Magnotta', 'Johnny Barnes', 'John Thomas', 'Kenny Davis', 'Paul Carmello', 'Jimmy Lennon Sr.', 'Bobby Rings', 'Marty Denkin', 'Shay Duffin', 'Eddie Mustafa Muhammad', 'Dick Whittington', 'Jack Lotz', 'Kevin Breslin', 'Frank Shain', 'Coley Wallace', 'Fritzie Higgins', 'George Latka', 'Fred Dennis', 'Robert B. Loring', 'Vern De Paul', 'Chuck Hassett', 'Ken Richards', 'Peter Fain', 'Billy Varga', 'Harvey Parry', 'Ted Husing', 'Michael Badalucco', 'Thomas Beansy Lobasso', 'Paul Forrest', 'Peter Petrella', 'Sal Serafino Tomassetti', 'Geraldine Smith', 'Mardik Martin', 'Maryjane Lauria', 'Linda Artuso', 'Peter Savage', 'Daniel P. Conte', 'Joe Malanga', 'Sabine Turco Jr.', 'Steve Orlando', 'Silvio García Jr.', 'John Arceri', 'Joseph A. Morale', 'James Dimodica', 'Robert Uricola', 'Andrea Orlando', 'Allan Malamud', 'D.J. Blair', 'Laura James', 'Richard McMurray', 'Mary Albee', 'Lisa Katz', 'Candy Moore', 'Richard A. Berk', 'Theodore Saunders', 'Noah Young', 'Nick Trisko', 'Lou Tiano', 'Bob Evan Collins', 'Wally K. Berns', 'Allen Joseph', 'Bob Aaron', 'Glenn Leigh Marshall', 'Martin Scorsese', 'Vincent Barbi', 'Joseph Bergmann', 'Scott Crawford', 'Dennis Crosswhite', 'Robert Dahdah', 'Vincent Di Paolo', 'Bruno DiGiorgi', 'Marty Farrell', 'R. Michael Givens', 'Charles Guardino', 'Bob Harks', 'Chuck Hicks', 'Michael Charles Hill', 'Walt La Rue', 'Angelo Lamonea', 'David LeBell', 'Tony Lip', 'Bill Mazer', 'Thomas Murphy', 'Gil Perkins', 'Gene Poe', 'Jerry Schram', 'Glenn Stanton', 'John Turturro', 'McKenzie Westmore']",,4.18,https://letterboxd.com//film/raging-bull/
346,The Shining,1980,Stanley Kubrick,"['Jack Nicholson', 'Shelley Duvall', 'Scatman Crothers', 'Danny Lloyd', 'Philip Stone', 'Joe Turkel', 'Barry Nelson', 'Barry Dennen', 'Tony Burton', 'Lia Beldam', 'Billie Gibson', 'David Baxt', 'Manning Redwood', 'Lisa Burns', 'Louise Burns', 'Robin Pappas', 'Anne Jackson', 'Alison Coleridge', 'Burnell Tucker', 'Jana Shelden', 'Paul Desbois', 'Vivian Kubrick', 'Derek Lyons', 'Alan Harris', 'Peter McNamara', 'Guy Standeven', 'Reg Thomason']",,4.26,https://letterboxd.com//film/the-shining/
347,The Empire Strikes Back,1980,Irvin Kershner,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'David Prowse', 'Peter Mayhew', 'Kenny Baker', 'Frank Oz', 'Alec Guinness', 'Jeremy Bulloch', 'Jason Wingreen', 'John Hollis', 'Jack Purvis', 'Des Webb', 'Kathryn Mullen', 'Marjorie Eaton', 'Clive Revill', 'Kenneth Colley', 'Julian Glover', 'Michael Sheard', 'Michael Culver', 'John Dicks', 'Milton Johns', 'Mark Jones', 'Oliver Maguire', 'Robin Scobey', 'Bruce Boa', 'Christopher Malcolm', 'Denis Lawson', 'Richard Oldfield', 'John Morton', 'Ian Liston', 'John Ratzenberger', 'Jack McKenzie', 'Jerry Harte', 'Norman Chancer', 'Norwich Duff', 'Ray Hassett', 'Brigitte Kahn', 'Burnell Tucker', 'Bob Anderson', 'Lightning Bear', 'Richard Bonehill', 'John Cannon', 'Mark Capri', 'Martin Dew', 'Peter Diamond', 'Stuart Fell', 'Doug Robinson', 'Tony Smart', 'Alan Harris', 'James Earl Jones', 'Mac McDonald', 'Ralph McQuarrie', 'Ralph Morse', 'Terry Richards', 'Treat Williams', 'Shaun Curry', 'Alan Austen', 'Jim Dowdall', 'Tom Egeland', 'Alan Flyng', 'Trevor Butterfield', 'Mercedes Burleigh', 'Jane Busby', 'Maurice Bush', 'Tony Clarkin', 'Mike Edmonds', 'Walter Henry', 'Paul Jerricho', 'Joe Johnston', 'Steven Meek', 'Peter Roy']",,4.39,https://letterboxd.com//film/the-empire-strikes-back/
348,Being There,1979,Hal Ashby,"['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas', 'Jack Warden', 'Richard Dysart', 'Richard Basehart', 'Ruth Attaway', 'David Clennon', 'Fran Brill', 'Denise DuBarry', 'Alice Hirson', 'Jerome Hellman', 'John Harkins', 'James Noble', 'Mitch Kreindel', 'Oteil Burbridge', 'Richard Venture', 'Sam Weisman', 'Elya Baskin', 'Hal Ashby']",,3.99,https://letterboxd.com//film/being-there/
349,Alien,1979,Ridley Scott,"['Tom Skerritt', 'Sigourney Weaver', 'Veronica Cartwright', 'Harry Dean Stanton', 'John Hurt', 'Ian Holm', 'Yaphet Kotto', 'Bolaji Badejo', 'Helen Horton', 'Boris Kempner', 'Roy Scammell', 'Eddie Powell']",,4.27,https://letterboxd.com//film/alien/
350,Stalker,1979,Andrei Tarkovsky,"['Aleksandr Kaydanovskiy', 'Anatoliy Solonitsyn', 'Nikolay Grinko', 'Alisa Freyndlikh', 'Natasha Abramova', 'Faime Jurno', 'Evgeniy Kostin', 'Raymo Rendi']",,4.38,https://letterboxd.com//film/stalker/
351,Apocalypse Now,1979,Francis Ford Coppola,"['Marlon Brando', 'Robert Duvall', 'Martin Sheen', 'Frederic Forrest', 'Laurence Fishburne', 'Albert Hall', 'Sam Bottoms', 'Dennis Hopper', 'G. D. Spradlin', 'Harrison Ford', 'Jerry Ziesmer', 'Scott Glenn', 'James Keane', 'Kerry Rossall', 'Tom Mason', 'Cynthia Wood', 'Colleen Camp', 'Linda Carpenter', 'Aurore Clément', 'Jack Thibeau', 'Glenn Walken', 'Damien Leake', 'Marc Coppola', 'Bill Graham', 'Jerry Ross', 'Charles Robinson', 'Nick Nicholson', 'Don Gordon Bell', 'Evan A. Lottman', 'R. Lee Ermey', 'Jim Gaines', 'Vittorio Storaro', 'Francis Ford Coppola', 'Henry Strzalkowski', 'Lonnie Woodley', 'Herb Rice', 'Joe Estevez', 'Bo Byers']",,4.36,https://letterboxd.com//film/apocalypse-now/
352,Watership Down,1978,Martin Rosen,"['John Hurt', 'Richard Briers', 'Michael Graham Cox', 'John Bennett', 'Ralph Richardson', 'Simon Cadell', 'Terence Rigby', 'Roy Kinnear', ""Richard O'Callaghan"", 'Denholm Elliott', 'Lynn Farleigh', 'Mary Maddox', 'Zero Mostel', 'Harry Andrews', 'Hannah Gordon', 'Nigel Hawthorne', 'Clifton Jones', 'Derek Griffiths', 'Michael Hordern', 'Joss Ackland', 'Michelle Price']",4.0,3.76,https://letterboxd.com//film/watership-down/
353,Killer of Sheep,1978,Charles Burnett,"['Henry G. Sanders', 'Kaycee Moore', 'Charles Bracy', 'Angela Burnett', 'Eugene Cherry', 'Jack Drummond']",,3.93,https://letterboxd.com//film/killer-of-sheep/
354,The Sand Castle,1977,Co Hoedeman,,,3.52,https://letterboxd.com//film/the-sand-castle/
355,The American Friend,1977,Wim Wenders,"['Dennis Hopper', 'Bruno Ganz', 'Lisa Kreuzer', 'Gérard Blain', 'Nicholas Ray', 'Samuel Fuller', 'Peter Lilienthal', 'Daniel Schmid', 'Sandy Whitelaw', 'Jean Eustache', 'Lou Castel', 'Andreas Dedecke', 'David Blue', 'Rudolf Schündler', 'Gerty Molzen', 'Heinz Joachim Klein', 'Satya De La Manitou', 'Axel Schiessler', 'Adolf Hansen', 'Rosemarie Heinikel', 'Stefan Lennert', 'Heinrich Marmann', 'Enzo Robutti', 'Wim Wenders']",4.5,3.94,https://letterboxd.com//film/the-american-friend/
356,Star Wars,1977,George Lucas,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness', 'Anthony Daniels', 'Kenny Baker', 'Peter Mayhew', 'David Prowse', 'James Earl Jones', 'Phil Brown', 'Shelagh Fraser', 'Jack Purvis', 'Alex McCrindle', 'Eddie Byrne', 'Drewe Henley', 'Denis Lawson', 'Garrick Hagon', 'Jack Klaff', 'William Hootkins', 'Angus MacInnes', 'Jeremy Sinden', 'Graham Ashley', 'Don Henderson', 'Richard LeParmentier', 'Leslie Schofield', 'Michael Leader', 'David Ankrum', 'Scott Beach', 'Lightning Bear', 'Jon Berg', 'Doug Beswick', 'Paul Blake', 'Janice Burchette', 'Ted Burnett', 'John Chapman', 'Gilda Cohen', 'Tim Condren', 'Barry Copping', 'Alfie Curtis', 'Robert Davies', 'Maria De Aragon', 'Robert A. Denham', 'Frazer Diamond', 'Peter Diamond', 'Warwick Diamond', 'Sadie Eden', 'Kim Falkinburg', 'Harry Fielder', 'Ted Gagliano', 'Salo Gardner', 'Steve Gawley', 'Barry Gnome', 'Rusty Goffe', 'Isaac Grand', 'Reg Harding', 'Alan Harris', 'Frank Henson', 'Christine Hewett', 'Arthur Howell', 'Tommy Ilsley', 'Joe Johnston', 'Annette Jones', 'Linda Jones', 'Joe Kaye', 'Colin Michael Kitchens', 'Melissa Kurtz', 'Tiffany Hillkurtz', 'Al Lampert', 'Anthony Lang', 'Laine Liska', 'Derek Lyons', 'Mahjoub', 'Alf Mangan', 'Grant McCune', 'Geoffrey Moon', 'Mandy Morton', 'Lorne Peterson', 'Marcus Powell', 'Shane Rimmer', 'Pam Rose', 'George Roubicek', 'Erica Simmons', 'Angela Staines', 'George Stock', 'Roy Straite', 'Peter Sturgeon', 'Peter Sumner', 'John Sylla', 'Tom Sylla', 'Malcolm Tierney', 'Phil Tippett', 'Burnell Tucker', 'Morgan Upton', 'Jerry Walter', 'Hal Wamsley', 'Diana Sadley Way', 'Bill Weston', 'Fred Wood', 'Colin Higgins', 'Ron Tarr', 'Anthony Forrest', 'Frances Alfred Basil Tomlin', 'Ronny Cush']",,4.2,https://letterboxd.com//film/star-wars/
357,Eraserhead,1977,David Lynch,"['Jack Nance', 'Charlotte Stewart', 'Allen Joseph', 'Jeanne Bates', 'Judith Roberts', 'Laurel Near', 'V. Phipps-Wilson', 'Jack Fisk', 'Jean Lange', 'Thomas Coulson', 'John Monez', 'Darwin Joston', 'T. Max Graham', 'Hal Landon Jr.', 'Jennifer Chambers Lynch', 'Brad Keeler', 'Peggy Reavey', 'Doddie Keeler', 'Gill Dennis', 'Toby Keeler', 'Jack Walsh']",,3.87,https://letterboxd.com//film/eraserhead/
358,Suspiria,1977,Dario Argento,"['Jessica Harper', 'Stefania Casini', 'Flavio Bucci', 'Miguel Bosé', 'Barbara Magnolfi', 'Susanna Javicoli', 'Eva Axén', 'Rudolf Schündler', 'Udo Kier', 'Alida Valli', 'Joan Bennett', 'Margherita Horowitz', 'Jacopo Mariani', 'Fulvio Mingozzi', 'Franca Scagnetti', 'Renato Scarpa', 'Serafina Scorceletti', 'Giuseppe Transocchi', 'Renata Zamengo', 'Alessandra Capozzi', 'Salvatore Capozzi', 'Diana Ferrara', 'Cristina Latini', 'Alfredo Raino', 'Claudia Zaccari', 'Dario Argento', 'Giovanni di Bernardo', 'Daria Nicolodi', 'Marina Pierro', 'Lela Svasta']",,3.96,https://letterboxd.com//film/suspiria/
359,News from Home,1976,Chantal Akerman,['Chantal Akerman'],4.0,4.06,https://letterboxd.com//film/news-from-home/
360,Rocky,1976,John G. Avildsen,"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers', 'Burgess Meredith', 'Thayer David', 'Joe Spinell', 'Jimmy Gambina', 'Bill Baldwin', 'Al Silvani', 'George Memmoli', 'Jodi Letizia', 'Diana Lewis', ""George O'Hanlon"", 'Larry Carroll', 'Stan Shaw', 'Don Sherman', 'Billy Sands', 'Pedro Lovell', 'DeForest Covan', 'Simmy Bow', 'Tony Burton', 'Hank Rolike', ""Shirley O'Hara"", 'Kathleen Parker', 'Frank Stallone', 'Lloyd Kaufman', 'Jane Marla Robbins', 'Jack Hollander', 'Joe Sorbello', 'Christopher Avildsen', 'Frankie Van', 'Lou Fillipo', 'Paris Eagle', 'Frank Stallone', 'Robert L. Tangrea', 'Peter Glassberg', 'William E. Ring', 'Joseph C. Giambelluc', 'Joe Frazier', 'Michael Dorn', 'Arnold Johnson', 'Stu Nahan', 'Frank Pesce', 'Lavelle Roby', 'Arthur Tovey', 'John Pleshette']",,4.02,https://letterboxd.com//film/rocky/
