,Film_title,Release_year,Director,Cast,Personal_rating,Average_rating,Letterboxd URL
41,Collateral,2004,Michael Mann,"['Tom Cruise', 'Jamie Foxx', 'Jada Pinkett Smith', 'Mark Ruffalo', 'Javier Bardem', 'Barry Shabaka Henley', 'Peter Berg', 'Bruce McGill', 'Irma P. Hall', 'Richard T. Jones', 'Klea Scott', 'Bodhi Elfman', 'Debi Mazar', 'Emilio Rivera', 'Jamie McBride', 'Ken Waters', 'Charlie E. Schmidt', 'Michael Bentt', 'Ian Hannin', 'Robert Deamer', 'David Mersault', 'Anthony Ochoa', 'Omar Orozco', 'Edgar Sánchez', 'Cosme Urquiola', 'Thomas Rosales Jr.', 'Wade Williams', 'Paul Adelstein', 'Jessica Ferrarone', 'Troy Blendell', 'Inmo Yuon', 'Howard Bachrach', 'Chic Daniel', 'Corinne Chooey', 'JoNell Kennedy', 'Steven Kozlowski', 'Roger Stoneburner', 'Rodney Sandberg', 'George Petrina', 'Donald Dean', 'Elliott Newman', 'Trevor Ware', 'Bobby English', 'Auggie Cavanagh', 'Ronald Muldrow', 'Peter McKernan', 'Ivor Shier', 'Daniel Luján', 'Eddie Diaz', 'Joey Burns', 'John Convertino', 'Josh Cruze', 'Martin Flores', 'Rick Garcia', 'Larry G. Goldman', 'Maurilio Pineda', 'Dan Sistos', 'Jacob Valenzuela', 'Luis Villegas', 'Yussi Wenger', 'Jason Statham', 'Angelo Tiffe', 'Ismeal Vidrio', 'Ron Eckert', 'Manuel Urrego', 'Jessie Bernard', 'Luis Moncada', 'Dyna Teal', 'Sandi Schroeder', 'Michael-John Wolfe', 'Addie Yungmee', 'J.D. McElroy', 'Megan Hiratzka', 'Kate Gopacco', 'Christy Yi', 'Lisa Marie Basada', 'Wilson Wong', 'Mark Stainbrook', 'Brandon Molale', 'Marianne M. Arreaga', 'Spike Silver', 'Ben Mihm', 'Niles Roth', 'Linda Asuma', 'Paul Aulicino', 'Andy Cheng', 'Conor Dean Smith', 'Danny Del Toro', 'Michael Dotson', 'D-Teflon', 'Tara Erickson', 'Jerald Garner', 'Melissa Gomez', 'Annabella Gutman', 'Mark Kubr', 'Cameron Lee', 'Gino Montesinos', 'Masami Okada', 'Gary Rodriguez', 'Tony Sagastizado I', 'Michael Waxman', 'Henry T. Yamada']",,3.78,https://letterboxd.com//film/collateral/
42,Manhunter,1986,Michael Mann,"['William Petersen', 'Dennis Farina', 'Tom Noonan', 'Joan Allen', 'Brian Cox', 'Kim Greist', 'Stephen Lang', 'Chris Elliott', 'Michael Talbott', 'Dan Butler', 'Paul Perri', 'Patricia Charbonneau', 'Alexandra Neil', 'Frankie Faison', 'Garcelle Beauvais', 'Joanne Camp', 'David Allen Brooks', 'Kin Shriner', 'John Posey', 'Kristin Holby', 'Bill Smitrovich', 'Peter Maloney', 'Michael D. Roberts', 'Marshall Bell', 'Annie McEnroe', 'David Seaman', 'Benjamin Hendrickson', 'Michele Shay', 'Robin Moseley', 'Bill Cwikowski', 'Norman Snow', 'Jim Zubiena', 'Elisabeth Ryall', 'Gary Chavaras', 'Chris Cianciolo', 'Ken Colquitt', 'Ron Fitzgerald', 'Dennis Quick', 'David Meeks', 'Sherman Michaels', 'Robin Trapp', 'LA Winters', 'Daniel T. Snow', 'Cynthia Chvatal', 'King White', 'Mickey Lloyd', 'Dawn Carmen', 'David Fitzsimmons', 'Robert A. Burton', 'Steve Hogan', 'Mickey Pugh', 'Greg Kelly', 'Brian Kelly', 'Ryan Langhorne', 'Hannah Caggiano', 'Lindsey Fonora', 'Jason Frair', 'Bryant Arrants', 'Christopher Arrants', 'Melvin Clark', 'Renee Ayala', 'Dana Dewey', 'Stephen Hawkins', 'Leonard Johnson', 'Keith Pyles', 'Michael Russell', 'Michael Vitug', 'Pat Williams', 'Charles Yarbaugh', 'Gusmano Cesaretti', 'Melody Gold']",,3.81,https://letterboxd.com//film/manhunter/
43,Memoria,2021,Apichatpong Weerasethakul,"['Tilda Swinton', 'Agnes Brekke', 'Daniel Giménez Cacho', 'Jerónimo Barón', 'Juan Pablo Urrego', 'Jeanne Balibar', 'Aída Morales', 'Constanza Guitérrez', 'Elkin Díaz', 'Daniel Toro']",,3.7,https://letterboxd.com//film/memoria-2011/
44,Syndromes and a Century,2006,Apichatpong Weerasethakul,"['Nantarat Sawaddikul', 'Jaruchai Iamaram', 'Sophon Pukanok', 'Jenjira Pongpas', 'Arkanae Cherkam', 'Sakda Kaewbuadee', 'Nu Nimsomboon', 'Apirak Mitrpracha', 'Manasanant Porndispong', 'Wanna Wattanajinda', 'Sin Kaewpakpin', 'Norathep Panyanavakij', 'Nitipong Thinthupthai', 'Putthithorn Kammak', 'Jarunee Saengtupthim', 'Rangsan Sutthimaneenun', 'Kasansaeng Kamnerdmee']",,3.98,https://letterboxd.com//film/syndromes-and-a-century/
45,Uncle Boonmee Who Can Recall His Past Lives,2010,Apichatpong Weerasethakul,"['Thanapat Saisaymar', 'Jenjira Pongpas', 'Sakda Kaewbuadee', 'Natthakarn Aphaiwonk', 'Geerasak Kulhong', 'Wallapa Mongkolprasert', 'Kanokporn Tongaram', 'Samud Kugasang', 'Sumit Suebsee', 'Mathieu Ly', 'Vien Pimdee', 'Akachai Aodvieng', 'Prakasit Padsena', 'Nikom Kammach', 'Chophaka Chaiyuchit', 'Winai Ruenrerng', 'Kumgieng Jittamaat', 'Miti Jittamaat', 'Phetmongkol Chantawong', 'Nuttapon Kemthong', 'Atapon Wernziw', 'Tongsit Rachasin', 'Thanabodee Laohawanich', 'Namthip Meaungmaha', 'Nitipong Thinthupthai', 'Corey Booth']",,3.83,https://letterboxd.com//film/uncle-boonmee-who-can-recall-his-past-lives/
46,Claire's Camera,2017,Hong Sang-soo,"['Isabelle Huppert', 'Kim Min-hee', 'Chang Mi-hee', 'Jung Jin-young', 'Shahira Fahmy', 'Yoon Hee-sun', 'Mark Peranson', 'Kang Tae-woo', 'Lee Wan-min']",,3.39,https://letterboxd.com//film/claires-camera/
47,Poetry,2010,Lee Chang-dong,"['Yoon Jeong-hee', 'Lee Da-wit', 'Kim Hee-ra', 'Ahn Nae-sang', 'Kim Yong-taek', 'Park Myung-shin', 'Jang Hye-jin', 'Kim Nam-jin', 'Kim Jong-goo', 'Kim Hye-jung', 'Min Bok-gi', 'Kim Ja-young', 'Kim Gye-sun', 'Kim Eun-yeong', 'Choi Moon-soon', 'Park Hyun-woo']",,4.1,https://letterboxd.com//film/poetry/
48,Burning,2018,Lee Chang-dong,"['Yoo Ah-in', 'Steven Yeun', 'Jun Jong-seo', 'Kim Soo-kyung', 'Choi Seung-ho', 'Moon Sung-keun', 'Min Bok-gi', 'Ban Hye-ra', 'Cha Mi-kyung', 'Lee Bong-ryeon', 'Jang Won-hyung', 'Jeon Seok-chan', 'Lee Joong-ok', 'Ok Ja-yeon', 'Kim Shin-rock', 'Song Duk-ho', 'Jeong Da-yi']",,3.99,https://letterboxd.com//film/burning-2018/
49,The Seventh Continent,1989,Michael Haneke,"['Birgit Doll', 'Dieter Berner', 'Leni Tanzer', 'Silvia Fenz', 'Robert Dietl', 'Georg Friedrich', 'Udo Samel', 'Elisabeth Rath', 'Georges Kern']",,3.93,https://letterboxd.com//film/the-seventh-continent/
50,When the Cat Comes,1963,Vojtěch Jasný,"['Jan Werich', 'Emília Vášáryová', 'Vlastimil Brodský', 'Jiří Sovák', 'Vladimír Menšík', 'Jiřina Bohdalová', 'Karel Effa', 'Vlasta Chramostová', 'Alena Kreuzmannová', 'Stella Zázvorková', 'Jaroslav Mareš', 'Jana Werichová', 'Ladislav Fialka', 'Karel Vrtiška', 'Václav Babka', 'Michal Pospíšil', 'Antonín Krčmář', 'Pavel Brodský', 'Dana Dubanská', 'Alena Bradáčová', 'Vítězslav Černý', 'Ludmila Kovářová', 'Miloslav Janovský', 'Jiří Kaftan', 'Zdeňka Kratochvílová', 'Hana Lamková', 'Josef Lamka', 'Naděžda Munzarová', 'Jiří Středa', 'Eva Středová', 'Josef Podsedník', 'Jaroslava Zelenková', 'Jarmila Orlová', 'Ivan Lukeš', 'Božena Věchetová', 'Luka Rubanovičová', 'Josef Pivoňka', 'Miloslav Šindler', 'Luďa Marešová', 'Vladimír Dvořák', 'Richard Weber']",,3.82,https://letterboxd.com//film/when-the-cat-comes/
51,The Rider,2017,Chloé Zhao,"['Brady Jandreau', 'Tim Jandreau', 'Lilly Jandreau', 'Cat Clifford', 'Terri Dawn Pourier', 'Lane Scott', 'Tanner Langdeau', 'James Calhoon', 'Derrick Janis', 'Greg Barber', 'Steven DeWolfe', 'Leroy Pourier', 'Frank Steele', 'Allen Reddy', 'Jordon Slick Phelps', 'Donnie Whirlwind Horse', 'Marshall Byrne']",,3.9,https://letterboxd.com//film/the-rider/
52,Él,1953,Luis Buñuel,"['Arturo de Córdova', 'Delia Garcés', 'Aurora Walker', 'Carlos Martínez Baena', 'Manuel Dondé', 'Rafael Banquells', 'Fernando Casanova', 'José Pidal', 'Roberto Meyer', 'Luis Beristáin', 'León Barroso', 'Antonio Bravo', 'Ignacio Peón', 'Enedina Díaz de León', 'María Gentil Arcos', 'Leonor Gómez', 'María Herrero', 'Chel López', 'Álvaro Matute', 'Inés Murillo', 'José Muñoz', 'Isabel Herrera', 'Georgina González', 'Jorge Chesterking', 'Polo Ramos']",,3.96,https://letterboxd.com//film/el/
53,The Cow Who Sang a Song into the Future,2022,Francisca Alegría,"['Leonor Varela', 'Mía Maestro', 'Alfredo Castro', 'Marcial Tagle', 'Luis Dubó', 'Enzo Ferrada', 'María Velasquez', 'Laura Del Río', 'Camilo Arancibia', 'Cristián Celis']",,3.24,https://letterboxd.com//film/the-cow-who-sang-a-song-into-the-future/
54,Columbus,2017,Kogonada,"['John Cho', 'Haley Lu Richardson', 'Michelle Forbes', 'Rory Culkin', 'Parker Posey', 'Erin Allegretti', 'Shani Salyers Stiles', 'Reen Vogel', 'Rosalyn R. Ross', 'Lindsey Shope', 'Jem Cohen', 'Caitlin Ewald', 'Jim Dougherty', 'Joseph Anthony Foronda', 'Alphaeus Green, Jr.', 'Wynn Reichert']",,3.93,https://letterboxd.com//film/columbus-2017/
55,Shoah,1985,Claude Lanzmann,"['Claude Lanzmann', 'Simon Srebnik', 'Michael Podchlebnik', 'Motke Zaidl', 'Jan Karski', 'Paula Biren', 'Abraham Bomba', 'Inge Deutschkron', 'Ruth Elias', 'Richard Glazar', 'Filip Müller', 'Rudolf Vrba', 'Raul Hilberg', 'Hanna Zaïdl', 'Jan Piwonski', 'Itzhak Dugin', 'Helena Pietyra', 'Pan Filipowicz', 'Pan Falborski', 'Czeslaw Borowi', 'Henrik Gawkowski', 'Franz Suchomel', 'Joseph Oberhauser', 'Alfred Spiess', 'Franz Schalling', 'Martha Michelsohn', 'Moshe Mordo', 'Armando Aaron', 'Walter Stier', 'Franz Grassler', 'Gertude Schneider', 'Itzhak Zuckermann', 'Simha Rotem', 'Francine Kaufmann', 'Barbara Janicka', 'Mrs. Apfelbaum', 'Charlotte Hirschhorn']",,4.52,https://letterboxd.com//film/shoah/
56,Shin Ultraman,2022,Shinji Higuchi,"['Takumi Saitoh', 'Masami Nagasawa', 'Daiki Arioka', 'Akari Hayami', 'Tetsushi Tanaka', 'Hidetoshi Nishijima', 'Kōji Yamamoto', 'Ryo Iwamatsu', 'Kyūsaku Shimada', 'Toru Masuoka', 'Keishi Nagatsuka', 'Hajime Yamazaki', 'Soko Wada', 'Yutaka Takenouchi', 'Issey Takahashi', 'Koichi Yamadera', 'Kenjiro Tsuda']",,3.64,https://letterboxd.com//film/shin-ultraman/
57,Michael Clayton,2007,Tony Gilroy,"['George Clooney', 'Tom Wilkinson', 'Tilda Swinton', ""Michael O'Keefe"", 'Sydney Pollack', 'Danielle Skraastad', 'Wai Chan', 'Alberto Vazquez', 'Brian Koppelman', 'Tom McCarthy', ""Denis O'Hare"", 'Julie White', 'Austin Williams', 'Jennifer Van Dyck', 'Frank Wood', 'Richard Hecht', 'Bill Raymond', 'Jonathan Walker', 'Sharon Washington', 'Cynthia Mace', 'Michael Countryman', 'Ken Howard', 'Amy Hargreaves', 'Susan Pellegrino', 'Rachel Black', 'Matthew Detmer', 'John Douglas Thompson', 'Merritt Wever', 'Brian Poteat', 'Christopher Mann', 'Edward Furs', 'Katherine Waterston', 'John Gerard Franklin', 'Remy Auberjonois', 'Pun Bandhu', 'Jason Strong', 'Robert Prescott', 'Paul Oquist', 'Terry Serpico', 'Heidi Armbruster', 'Pamela Gray', 'Andrew Hunter Sherman', 'Kevin Hagan', 'Julia Gibson', 'Sean Cullen', 'Susan Egbert', 'David Lansbury', 'David Zayas', 'Douglas McGrath', 'Gregory Dann', 'Cathy Diane Tomlin', 'Sam Gilroy', 'Maggie Siff', 'Sarah Nichols', 'Susan McBrien', 'Jordan Lage', 'Neal Huff', 'Paul Juhn', 'Patrick Askin', 'Angelo Bonsignore', 'Kevin Cannon', 'Clem Cheung', 'Tony Gilroy', 'Emelie Jeffries', 'Josh Mowery', 'Kimmy Suzuki', 'Steven Weisz']",,3.77,https://letterboxd.com//film/michael-clayton/
58,Slow West,2015,John Maclean,"['Michael Fassbender', 'Kodi Smit-McPhee', 'Ben Mendelsohn', 'Caren Pistorius', 'Rory McCann', 'Eddie Campbell', 'Brooke Williams', 'Alex MacQueen', 'Kalani Queypo', 'Madeleine Sami', 'Tawanda Manyimo', 'David T. Lim', 'Jeffrey Thomas', 'Hayden Frost', 'Kieran Charnock', 'Michael Whalley', 'Brian Sergent', 'Edwin Wright', 'Ken Blackburn', 'Karl Willetts', 'Stuart Martin', 'Stuart Bowman', 'Andy McPhee', 'Andrew Robertt', 'Aaron McGregor']",,3.51,https://letterboxd.com//film/slow-west/
59,Infinity Pool,2023,Brandon Cronenberg,"['Alexander Skarsgård', 'Mia Goth', 'Cleopatra Coleman', 'Jalil Lespert', 'Amanda Brugel', 'John Ralston', 'Jeff Ricketts', 'Caroline Boulton', 'Thomas Kretschmann', 'Roderick Hill', 'Adam Boncz', 'Alan Katić', 'Alexandra Tóth', 'Dunja Sepčić Bogner', 'Zijad Gračić', 'Amar Bukvić', 'Katalin Lábán', 'Kamilla Fátyol', 'Lena Juka Stambuk', 'Kristóf Kovács', 'Romina Tonković', 'Hajnalka Zsigár', 'Anita Major', 'Gergely Trócsányi', 'Géza Kovács']",,3.27,https://letterboxd.com//film/infinity-pool/
60,Blast of Silence,1961,Allen Baron,"['Allen Baron', 'Molly McCarthy', 'Larry Tucker', 'Bill DePrato', 'Peter H. Clune', 'Danny Meehan', 'Joe Bubbico', 'Gil Rogers', 'Ruth Kaner', 'Howard Mann', 'Charles Creasap', 'Milda Memenas', 'Jerry Douglas', 'Don Saroyan', 'Dean Sheldon', 'Lionel Stander', 'Bill Chadney', 'Ernest Jackson', 'Erich Kollmar', 'Betty Kovac', 'Mel Sponder', 'Bob Taylor']",,3.78,https://letterboxd.com//film/blast-of-silence/
61,Le Trou,1960,Jacques Becker,"['Michel Constantin', 'Jean Keraudy', 'Philippe Leroy', 'Raymond Meunier', 'Marc Michel', 'Jean-Paul Coquelin', 'André Bervil', 'Eddy Rasimi', 'Philippe Dumat', 'Albert Augier', 'Jean Becker', 'Raymond Bour', 'Lucien Camiret', 'Durieu', 'Gérard Hernandez', 'Jean Luisi', 'Jean Minisini', 'Paul Pavel', 'Paul Préboist', 'Marcel Rouzé', 'Catherine Spaak', 'Dominique Zardi']",,4.31,https://letterboxd.com//film/le-trou/
62,Howl's Moving Castle,2004,Hayao Miyazaki,"['Chieko Baisho', 'Takuya Kimura', 'Akihiro Miwa', 'Tatsuya Gashûin', 'Ryunosuke Kamiki', 'Mitsunori Isaki', 'Yo Oizumi', 'Akio Otsuka', 'Daijirô Harada', 'Haruko Katô', 'Makoto Yasumura', 'Manabu Muraji', 'Keiko Tsukamoto', 'Yayoi Kazuki', 'Seiji Sasaki', 'Hiroshi Takahashi', 'Mayuno Yasokawa', 'Rio Kanno', 'Kojiro Takahashi', 'Akiyoshi Sakurai', 'Momoko Kurita', 'Mina Meguro', 'Yasuhiro Ohara', 'Akio Tanaka', 'Rina Yamada', 'Tomoe Hanba', 'Naoto Kaji', 'Teruo Seki', 'Shinobu Katabuchi', 'Masako Inui', 'Yohei Ohbayashi', 'Takeshi Miyajima', 'Yukiko Mizuochi', 'Maki Koizumi', 'Nobito Nishioka', 'Teppei Akashi', 'Reiko Onishi', 'Yumiko Ogata', 'Hiroyuki Kamikawaji', 'Tomohiko Kiyota', 'Kaori Kaneko', 'Aiko Nakajima', 'Jun Kuwahara', 'Yuta Kobayashi', 'Yuko Nomura', 'Tamayo Fukushi', 'Atsushi Takeya', 'Yoshifumi Nakagawa', 'Hiroki Tanaka', 'Yohei Matsukado', 'Akane Fujisaki', 'Izumi Matsuoka', 'Tomonori Yanagibashi', 'Ken Yasuda', 'Hiroyuki Morisaki', 'Shigeyuki Totsugi', 'Takuma Otoo']",,4.33,https://letterboxd.com//film/howls-moving-castle/
63,The Human Condition III: A Soldier's Prayer,1961,Masaki Kobayashi,"['Tatsuya Nakadai', 'Michiyo Aratama', 'Tamao Nakamura', 'Yūsuke Kawazu', 'Chishū Ryū', 'Taketoshi Naitô', 'Kyōko Kishida', 'Reiko Hitomi', 'Keijirô Morozumi', 'Koji Kiyomura', 'Nobuo Kaneko', 'Fujio Suga', 'Tatsuya Ishiguro', 'Kazuo Kitamura', 'Toshio Takahara', 'Akira Yamanouchi', ""Hiroshi Nihon'yanagi"", 'Kôichi Hayashi', 'Ko Mihashi', 'Kichijirô Ueda', 'Hideko Takamine', 'Masahiko Naruse', 'Kin Sugai', 'Miyoko Nakamura', 'Yoshie Minami', 'Fumie Kitahara', ""Gen'ya Nagai"", 'Hideo Fukuhara', 'Kanji Ōsugi', 'Akira Kimura', 'Yoshiko Watanabe', 'Saburo Boya', 'Takashi Sue', 'Tetsuo Mizoi', 'Daijirô Minami', 'Hideko Aki', 'Ed Keane', 'Henrî Ban', 'Torauemon Utazawa']",,4.53,https://letterboxd.com//film/the-human-condition-iii-a-soldiers-prayer/
64,Schindler's List,1993,Steven Spielberg,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Malgorzata Gebel', 'Shmuel Levy', 'Mark Ivanir', 'Béatrice Macola', 'Andrzej Seweryn', 'Friedrich von Thun', 'Krzysztof Luft', 'Harry Nehring', 'Norbert Weisser', 'Adi Nitzan', 'Michael Schneider', 'Miri Fabian', 'Anna Mucha', 'Albert Misak', 'Michael Gordon', 'Aldona Grochal', 'Jacek Wójcicki', 'Beata Paluch', 'Piotr Polk', 'Ezra Dagan', 'Beata Deskur', 'Rami Heuberger', 'Leopold Kozlowski', 'Jerzy Nowak', 'Uri Avrahami', 'Adam Siemion', 'Magdalena Dandourian', 'Paweł Deląg', 'Shabtai Konorti', 'Oliwia Dabrowska', 'Henryk Bista', 'Tadeusz Bradecki', 'Wojciech Klata', 'Elina Löwensohn', 'Ewa Kolasińska', 'Bettina Kupfer', 'Grzegorz Kwas', 'Vili Matula', 'Stanislaw Koczanowicz', 'Hans-Jörg Assmann', 'Geno Lechner', 'August Schmölzer', 'Ludger Pistor', 'Beata Rybotycka', 'Branko Lustig', 'Artus-Maria Matthiessen', 'Hans-Michael Rehberg', 'Eugeniusz Priwieziencew', 'Michael Z. Hoffmann', 'Erwin Leder', 'Jochen Nickel', 'Andrzej Welminski', 'Daniel Del-Ponte', 'Marian Glinka', 'Grzegorz Damięcki', 'Stanisław Brejdygant', 'Olaf Lubaszenko', 'Haymon Maria Buttinger', 'Peter Appiano', 'Jacek Pulanecki', 'Tomasz Dedek', 'Sławomir Holland', 'Martin Semmelrogge', 'Tadeusz Huk', 'Alexander Held', 'Piotr Cyrwus', 'Joachim Paul Assböck', 'Osman Ragheb', 'Maciej Orłoś', 'Marek Wrona', 'Zbigniew Kozłowski', 'Marcin Grzymowicz', 'Dieter Witting', 'Magdalena Komornicka', 'Agnieszka Krukówna', 'Anemona Knut', 'Jeremy Flynn', 'Agnieszka Wagner', 'Jan Jurewicz', 'Wiesław Komasa', 'Maciej Kozłowski', 'Martin Bergmann', 'Wilhelm Manske', 'Peter Flechtner', 'Sigurd Bemme', 'Etl Szyc', 'Lucyna Zabawa', 'Ruth Farhi', 'Jerzy Sagan', 'Dariusz Szymaniak', 'Dirk Bender', 'Maciej Winkler', 'Radosław Krzyżowski', 'Jacek Lenczowski', 'Hanna Kossowska', 'Maja Ostaszewska', 'Sebastian Skalski', 'Ryszard Radwański', 'Piotr Kadlcik', 'Lech Niebielski', 'Thomas Morris', 'Sebastian Konrad', 'Lidia Wyrobiec-Bank', 'Ravit Ferera', 'Agnieszka Korzeniowska', 'Dominika Bednarczyk', 'Alicja Kubaszewska', 'Danny Marcu', 'Hans Rosner', 'Edward Linde-Lubaszenko', 'Alexander Strobele', 'Georges Kern', 'Alexander Buczolich', 'Michael Schiller', 'Götz Otto', 'Wolfgang Seidenberg', 'Hubert Kramar', 'Razia Israeli', 'Dorit Seadia', 'Esti Yerushalmi', 'Marta Bizoń', 'Maciej Kowalewski', 'Zuzanna Lipiec', 'Maria Peszek', 'Leopold Pfefferberg', 'Leopold Rosner', 'Emilie Schindler', 'Katarzyna Śmiechowicz', 'Steven Spielberg']",,4.43,https://letterboxd.com//film/schindlers-list/
65,The Human Condition I: No Greater Love,1959,Masaki Kobayashi,"['Tatsuya Nakadai', 'Michiyo Aratama', 'Chikage Awashima', 'Ineko Arima', 'Sō Yamamura', 'Akira Ishihama', 'Kôji Nanbara', 'Seiji Miyaguchi', 'Tōru Abe', 'Masao Mishima', 'Eitarō Ozawa', 'Kōji Mitsui', 'Akitake Kôno', 'Nobuo Nakamura', 'Kyū Sazanka', 'Eijirō Tōno', 'Shinsuke Ashida', 'Keiji Sada', 'Yasushi Nagata', 'Yoshio Kosugi', 'Toshiko Kobayashi', 'Taiji Tonoyama', 'Akira Tani', 'Junji Masuda', 'Torahiko Hamada', 'Teruko Kishi', 'Takamaru Sasaki', 'Akio Isono', 'Jun Ôtomo', 'Junkichi Orimoto', 'Zenichi Inagawa', 'Shinichirō Minami', 'Hōsei Komatsu', 'Tokuko Sugiyama', 'Sue Mitobe', 'Nobuo Takagi', 'Masami Maehata', 'Keiji Tsuchida', 'Isao Suenaga', 'Jun Tanizaki', 'Hisashi Taki', 'Haruko Chichibu', 'Tsuneko Sasaki', 'Kanji Ōsugi', 'Ryuji Kita']",,4.42,https://letterboxd.com//film/the-human-condition-i-no-greater-love/
66,Grave of the Fireflies,1988,Isao Takahata,"['Tsutomu Tatsumi', 'Ayano Shiraishi', 'Yoshiko Shinohara', 'Kozo Hashida', 'Masayo Sakai', 'Masayo Sakai', 'Yoshio Matsuoka', 'Masahiro Kanetake', 'Kiyoshi Yanagawa', 'Hajime Maki', 'Atsuo Omotem', 'Teruhisa Harita', 'Hiroshi Tanaka', 'Michio Denpo', 'Shiro Tamaki', 'Mika Sekita', 'Akemi Yamaguchi']",,4.38,https://letterboxd.com//film/grave-of-the-fireflies/
67,The Handmaiden,2016,Park Chan-wook,"['Kim Min-hee', 'Kim Tae-ri', 'Ha Jung-woo', 'Cho Jin-woong', 'Kim Hae-sook', 'Moon So-ri', 'Lee Yong-nyeo', 'Kwak Eun-jin', 'Lee Dong-hwi', 'Jo Eun-hyung', 'Rina Takagi', 'Han Ha-na', 'Lee Kyu-jung', 'Kim Si-eun', 'Ha Si-yeon', 'Kim Eun-yeong', 'Jeong Ha-dam', 'Kim In-woo', 'Choi Byung-mo', 'Choi Jong-ryul', 'Bae Il-hyuck', 'Oh Man-seok', 'Tomomitsu Adachi', 'Takashi Kakizawa', 'Seon Uk-hyeon', 'Lim Han-bin', 'Shinsuke Fujimoto', 'Won Geun-hui', 'Jung In-gyeom', 'Nam Gyeong-min', 'Lee Ji-ha', 'Katsuhiro Nagano']",,4.37,https://letterboxd.com//film/the-handmaiden/
68,Woman in the Dunes,1964,Hiroshi Teshigahara,"['Eiji Okada', 'Kyōko Kishida', 'Hiroko Itō', 'Kōji Mitsui', 'Sen Yano', 'Ginzô Sekiguchi']",,4.35,https://letterboxd.com//film/woman-in-the-dunes/
69,Rumble Fish,1983,Francis Ford Coppola,"['Matt Dillon', 'Mickey Rourke', 'Diane Lane', 'Dennis Hopper', 'Diana Scarwid', 'Vincent Spano', 'Nicolas Cage', 'Chris Penn', 'Laurence Fishburne', 'William Smith', 'Michael Higgins', 'Glenn Withrow', 'Tom Waits', 'Herb Rice', 'Maybelle Wallace', 'Nona Manning', 'Sofia Coppola', 'Gian-Carlo Coppola', 'S.E. Hinton', 'Emmett Brown', 'Tracey Walter', 'Lance Guecia', 'Bob Maras', 'J.T. Turner', 'Keeva Clayton', 'Kirsten Hayden', 'Karen Parker', 'Sussannah Darcy', 'Kristi Somers']",,3.74,https://letterboxd.com//film/rumble-fish/
70,Inland Empire,2006,David Lynch,"['Laura Dern', 'Jeremy Irons', 'Justin Theroux', 'Harry Dean Stanton', 'Karolina Gruszka', 'Peter J. Lucas', 'Krzysztof Majchrzak', 'Jan Hencz', 'Grace Zabriskie', 'William H. Macy', 'Ian Abercrombie', 'Amanda Foreman', 'Cameron Daddo', 'Neil Dickson', 'Diane Ladd', 'Stanislaw Kazimierz Cybulski', 'Henryka Cybulski', 'Julia Ormond', 'Jordan Ladd', 'Terryn Westbrook', 'Kristen Kerr', 'Mary Steenburgen', 'Masuimi Max', 'Robert Charles Hunter', 'Terry Crews', 'Nastassja Kinski', 'Laura Harring', 'Scott Coffey', 'Naomi Watts', 'Emily Stofle', 'Jerry Stahl', 'John T. Churchill', 'Chamonix Bosch', 'Bellina Logan', 'Sara Glaser', 'Edward St. George', 'Jeremy Alter', 'Marsha Lewis', 'Austin Jack Lynch', 'Jason Weinberg', 'Heidi Bivens', 'Scott Andrew Ressler', 'Kat Turner', 'Stanley Kamel', 'Marek Zydowicz', 'Leon Niemczyk', 'Tracy Ashton', 'Dominique Vandenberg', 'Nick 13', 'Keith Kjarval', 'Kris Kane', 'David Lynch', 'Wendy Rhodes']",,3.79,https://letterboxd.com//film/inland-empire/
71,Skinamarink,2022,Kyle Edward Ball,"['Lucas Paul', 'Dali Rose Tetreault', 'Ross Paul', 'Jaime Hill']",,3.0,https://letterboxd.com//film/skinamarink/
